,state,begin,end,poll_time,poll_date,week,day_of_week,pollster,method,vtype,n_obs,clinton,trump,both,other,poll_type,p_clinton,n_clinton,n_respondents
591,new hampshire,2016-05-25,2016-05-28,3,2016-05-26,21,3,Franklin Pierce/RKM/Boston Herald,Live Phone,Likely Voters,405.0,44.0,44.0,88.0,0.0,0,0.5,178.2,356.4
592,new hampshire,2016-05-12,2016-05-15,3,2016-05-13,19,4,MassINC/WBUR,Live Phone,Likely Voters,501.0,44.0,42.0,86.0,7.0,0,0.5116279069767442,220.44,430.86
593,new hampshire,2016-04-07,2016-04-17,10,2016-04-12,15,1,UNH/WMUR,Live Phone,Likely Voters,533.0,50.0,31.0,81.0,15.0,0,0.6172839506172839,266.5,431.73
594,new hampshire,2016-04-11,2016-04-16,5,2016-04-13,15,2,Dartmouth,Live Phone,Registered Voters,362.0,34.0,29.0,63.0,0.0,1,0.5396825396825397,123.08,228.06
609,new jersey,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,823.0,54.0,38.0,92.0,6.0,0,0.5869565217391305,444.42,757.16
610,new jersey,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,353.0,57.0,40.0,97.0,3.0,0,0.5876288659793815,201.21,342.41
611,new jersey,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,774.0,51.0,34.0,85.0,0.0,0,0.6,394.74,657.9
612,new jersey,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,703.0,53.0,35.0,88.0,9.0,0,0.6022727272727273,372.59,618.64
613,new jersey,2016-10-12,2016-10-16,4,2016-10-14,41,4,Fairleigh Dickinson,Live Phone,Likely Voters,579.0,51.0,40.0,91.0,4.0,0,0.5604395604395604,295.29,526.89
615,new jersey,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,595.0,49.0,34.0,83.0,0.0,0,0.5903614457831325,291.55,493.85
616,new jersey,2016-09-22,2016-09-29,7,2016-09-25,38,6,Stockton,Live Phone,Likely Voters,638.0,46.0,40.0,86.0,9.0,0,0.5348837209302325,293.48,548.68
617,new jersey,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,982.0,49.0,33.0,82.0,0.0,0,0.5975609756097561,481.18,805.24
618,new jersey,2016-09-06,2016-09-10,4,2016-09-08,36,3,Rutgers-Eagleton,Live Phone,Registered Voters,726.0,50.0,29.0,79.0,15.0,1,0.6329113924050633,363.0,573.54
620,new jersey,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,912.0,53.0,38.0,91.0,0.0,1,0.5824175824175825,483.36,829.92
622,new jersey,2016-06-22,2016-06-26,4,2016-06-24,25,4,Fairleigh Dickinson,Live Phone,Registered Voters,349.0,44.0,32.0,76.0,15.0,1,0.5789473684210527,153.56,265.24
624,new jersey,2016-05-31,2016-06-03,3,2016-06-01,22,2,CBS/YouGov,Internet,Likely Voters,1194.0,49.0,34.0,83.0,8.0,0,0.5903614457831325,585.06,991.02
625,new jersey,2016-05-23,2016-05-27,4,2016-05-25,21,2,Monmouth University,Live Phone,Registered Voters,703.0,38.0,34.0,72.0,11.0,1,0.5277777777777778,267.14,506.16
627,new jersey,2016-05-18,2016-05-22,4,2016-05-20,20,4,Fairleigh Dickinson,Live Phone,Registered Voters,702.0,48.0,37.0,85.0,7.0,1,0.5647058823529412,336.96,596.7
628,new jersey,2016-05-10,2016-05-16,6,2016-05-13,19,4,Quinnipiac,Live Phone,Registered Voters,1989.0,45.0,38.0,83.0,3.0,1,0.5421686746987951,895.05,1650.87
629,new jersey,2016-04-01,2016-04-08,7,2016-04-04,14,0,Rutgers-Eagleton,Live Phone,Registered Voters,738.0,50.0,36.0,86.0,11.0,1,0.5813953488372093,369.0,634.68
630,new mexico,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,820.0,40.0,35.0,75.0,22.0,0,0.5333333333333333,328.0,615.0
631,new mexico,2016-10-28,2016-11-01,4,2016-10-30,43,6,Lucid/The Times-Picayune,Internet,Likely Voters,567.0,39.0,31.0,70.0,24.0,0,0.5571428571428572,221.13,396.9
632,new mexico,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,322.0,50.0,44.0,94.0,5.0,0,0.5319148936170213,161.0,302.68
633,new mexico,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,1175.0,42.0,34.0,76.0,22.0,0,0.5526315789473685,493.5,893.0
634,new mexico,2016-10-08,2016-10-16,8,2016-10-12,41,2,WashPost/SurveyMonkey,Internet,Likely Voters,889.0,50.0,39.0,89.0,0.0,0,0.5617977528089888,444.5,791.21
636,new mexico,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,263.0,49.0,36.0,85.0,0.0,0,0.5764705882352941,128.87,223.55
637,new mexico,2016-09-28,2016-10-02,4,2016-09-30,39,4,SurveyUSA/KOB-TV,IVR/Online,Likely Voters,594.0,46.0,33.0,79.0,18.0,0,0.5822784810126582,273.24,469.26
638,new mexico,2016-09-27,2016-09-29,2,2016-09-28,39,2,Albuquerque Journal/Research & Polling,Live Phone,Likely Voters,501.0,44.0,34.0,78.0,14.0,0,0.5641025641025641,220.44,390.78
640,new mexico,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,1788.0,51.0,37.0,88.0,0.0,1,0.5795454545454546,911.88,1573.44
642,new mexico,2016-08-19,2016-08-21,2,2016-08-20,33,5,PPP (D)/NM Political Report,IVR/Online,Likely Voters,1103.0,40.0,31.0,71.0,20.0,0,0.5633802816901409,441.2,783.13
643,new mexico,2016-05-13,2016-05-15,2,2016-05-14,19,5,PPP (D)/NM Political Report,Automated Phone,Likely Voters,802.0,41.0,33.0,74.0,14.0,0,0.5540540540540541,328.82,593.48
644,new york,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,1755.0,58.0,32.0,90.0,9.0,0,0.6444444444444445,1017.9,1579.5
645,new york,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,403.0,58.0,38.0,96.0,4.0,0,0.6041666666666666,233.74,386.88
646,new york,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,989.0,52.0,30.0,82.0,0.0,0,0.6341463414634146,514.28,810.98
647,new york,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,1480.0,57.0,32.0,89.0,9.0,0,0.6404494382022472,843.6,1317.2
648,new york,2016-10-13,2016-10-17,4,2016-10-15,41,5,Siena,Live Phone,Likely Voters,611.0,54.0,30.0,84.0,10.0,0,0.6428571428571429,329.94,513.24
649,new york,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,1437.0,55.0,31.0,86.0,0.0,0,0.6395348837209303,790.35,1235.82
650,new york,2016-09-21,2016-09-23,2,2016-09-22,38,3,NBC/WSJ/Marist,Live Phone,Likely Voters,676.0,57.0,33.0,90.0,8.0,0,0.6333333333333333,385.32,608.4
652,new york,2016-09-11,2016-09-15,4,2016-09-13,37,1,Siena,Live Phone,Likely Voters,600.0,51.0,30.0,81.0,12.0,0,0.6296296296296297,306.0,486.0
653,new york,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,1089.0,53.0,30.0,83.0,0.0,0,0.6385542168674698,577.17,903.87
654,new york,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,1405.0,57.0,35.0,92.0,0.0,1,0.6195652173913043,800.85,1292.6
656,new york,2016-08-07,2016-08-10,3,2016-08-08,32,0,Siena,Live Phone,Registered Voters,717.0,57.0,27.0,84.0,3.0,1,0.6785714285714286,408.69,602.28
658,new york,2016-08-04,2016-08-08,4,2016-08-06,31,5,Gravis Marketing,IVR/Online,Registered Voters,1717.0,53.0,36.0,89.0,10.0,1,0.5955056179775281,910.01,1528.13
660,new york,2016-07-13,2016-07-17,4,2016-07-15,28,4,Quinnipiac,Live Phone,Registered Voters,1104.0,47.0,35.0,82.0,3.0,1,0.573170731707317,518.88,905.28
662,new york,2016-06-22,2016-06-28,6,2016-06-25,25,5,Siena,Live Phone,Registered Voters,803.0,54.0,31.0,85.0,0.0,1,0.6352941176470588,433.62,682.55
663,new york,2016-05-22,2016-05-26,4,2016-05-24,21,1,Siena,Live Phone,Registered Voters,825.0,52.0,31.0,83.0,0.0,1,0.6265060240963856,429.0,684.75
664,new york,2016-04-24,2016-04-27,3,2016-04-25,17,0,Siena,Live Phone,Registered Voters,802.0,56.0,30.0,86.0,0.0,1,0.6511627906976745,449.12,689.72
665,new york,2016-04-15,2016-04-17,2,2016-04-16,15,5,Emerson College Polling Society,Automated Phone,Likely Voters,1047.0,55.0,36.0,91.0,0.0,0,0.6043956043956044,575.85,952.77
666,new york,2016-04-07,2016-04-10,3,2016-04-08,14,4,PPP (D),IVR/Online,Likely Voters,1403.0,55.0,35.0,90.0,0.0,0,0.6111111111111112,771.65,1262.7
667,new york,2016-04-06,2016-04-10,4,2016-04-08,14,4,NBC/WSJ/Marist,Live Phone,Registered Voters,1987.0,61.0,32.0,93.0,0.0,1,0.6559139784946236,1212.07,1847.91
668,new york,2016-04-05,2016-04-10,5,2016-04-07,14,3,Baruch College/New York 1,Live Phone,Registered Voters,1306.0,51.0,35.0,86.0,0.0,1,0.5930232558139535,666.06,1123.16
669,new york,2016-04-06,2016-04-07,1,2016-04-06,14,2,Emerson College Polling Society,Automated Phone,Likely Voters,864.0,54.0,36.0,90.0,0.0,0,0.6,466.56,777.6
670,new york,2016-04-04,2016-04-07,3,2016-04-05,14,1,FOX,Live Phone,Likely Voters,1403.0,53.0,37.0,90.0,2.0,0,0.5888888888888889,743.59,1262.7
675,north carolina,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,1886.0,49.0,41.0,90.0,7.0,0,0.5444444444444444,924.14,1697.4
676,north carolina,2016-10-27,2016-11-01,5,2016-10-29,43,5,Quinnipiac,Live Phone,Likely Voters,602.0,47.0,44.0,91.0,4.0,0,0.5164835164835165,282.94,547.82
678,north carolina,2016-10-28,2016-10-31,3,2016-10-29,43,5,SurveyUSA/WRAL,IVR/Online,Likely Voters,659.0,44.0,51.0,95.0,3.0,0,0.4631578947368421,289.96,626.05
679,north carolina,2016-10-30,2016-10-30,0,2016-10-30,43,6,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,Likely Voters,1176.0,45.0,47.0,92.0,3.0,0,0.4891304347826087,529.2,1081.92
680,north carolina,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,351.0,48.0,48.0,96.0,4.0,0,0.5,168.48,336.96
681,north carolina,2016-10-26,2016-10-28,2,2016-10-27,43,3,CBS/YouGov,Internet,Likely Voters,992.0,48.0,45.0,93.0,5.0,0,0.5161290322580645,476.16,922.56
682,north carolina,2016-10-23,2016-10-27,4,2016-10-25,43,1,Elon,Live Phone,Likely Voters,710.0,42.0,41.0,83.0,5.0,0,0.5060240963855421,298.2,589.3
683,north carolina,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,1285.0,48.0,44.0,92.0,0.0,0,0.5217391304347826,616.8,1182.2
684,north carolina,2016-10-25,2016-10-26,1,2016-10-25,43,1,NBC/WSJ/Marist,Live Phone,Likely Voters,780.0,50.0,44.0,94.0,5.0,0,0.5319148936170213,390.0,733.2
686,north carolina,2016-10-20,2016-10-26,6,2016-10-23,42,6,Quinnipiac,Live Phone,Likely Voters,702.0,47.0,43.0,90.0,6.0,0,0.5222222222222223,329.94,631.8
688,north carolina,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,2001.0,48.0,43.0,91.0,7.0,0,0.5274725274725275,960.48,1820.91
689,north carolina,2016-10-20,2016-10-23,3,2016-10-21,42,4,NYT Upshot/Siena,Live Phone,Likely Voters,792.0,46.0,39.0,85.0,9.0,0,0.5411764705882353,364.32,673.2
691,north carolina,2016-10-20,2016-10-23,3,2016-10-21,42,4,Monmouth University,Live Phone,Likely Voters,402.0,47.0,46.0,93.0,5.0,0,0.5053763440860215,188.94,373.86
692,north carolina,2016-10-21,2016-10-22,1,2016-10-21,42,4,PPP (D),IVR/Online,Likely Voters,875.0,47.0,44.0,91.0,4.0,0,0.5164835164835165,411.25,796.25
694,north carolina,2016-10-20,2016-10-22,2,2016-10-21,42,4,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,Likely Voters,1764.0,44.0,47.0,91.0,4.0,0,0.4835164835164835,776.16,1605.24
695,north carolina,2016-10-17,2016-10-18,1,2016-10-17,42,0,Lucid/The Times-Picayune,Internet,Likely Voters,924.0,42.0,41.0,83.0,10.0,0,0.5060240963855421,388.08,766.92
696,north carolina,2016-10-14,2016-10-17,3,2016-10-15,41,5,Civitas (R),Live Phone,Likely Voters,600.0,45.0,43.0,88.0,6.0,0,0.5113636363636364,270.0,528.0
697,north carolina,2016-10-14,2016-10-17,3,2016-10-15,41,5,SurveyUSA/TWC News North Carolina,IVR/Online,Likely Voters,651.0,46.0,44.0,90.0,6.0,0,0.5111111111111111,299.46,585.9
699,north carolina,2016-10-08,2016-10-16,8,2016-10-12,41,2,WashPost/SurveyMonkey,Internet,Likely Voters,1191.0,51.0,43.0,94.0,0.0,0,0.5425531914893617,607.41,1119.54
701,north carolina,2016-10-10,2016-10-15,5,2016-10-12,41,2,CNN,Live Phone,Likely Voters,788.0,48.0,47.0,95.0,5.0,0,0.5052631578947369,378.24,748.6
703,north carolina,2016-10-10,2016-10-12,2,2016-10-11,41,1,NBC/WSJ/Marist,Live Phone,Likely Voters,743.0,48.0,43.0,91.0,6.0,0,0.5274725274725275,356.64,676.13
705,north carolina,2016-10-10,2016-10-12,2,2016-10-11,41,1,Suffolk,Live Phone,Likely Voters,500.0,45.0,43.0,88.0,5.0,0,0.5113636363636364,225.0,440.0
706,north carolina,2016-10-01,2016-10-06,5,2016-10-03,40,0,High Point University,Live Phone,Likely Voters,479.0,43.0,42.0,85.0,8.0,0,0.5058823529411764,205.97,407.15
707,north carolina,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,600.0,44.0,43.0,87.0,0.0,0,0.5057471264367817,264.0,522.0
708,north carolina,2016-09-29,2016-10-03,4,2016-10-01,39,5,SurveyUSA/WRAL News,IVR/Online,Likely Voters,656.0,46.0,44.0,90.0,5.0,0,0.5111111111111111,301.76,590.4
709,north carolina,2016-09-29,2016-10-02,3,2016-09-30,39,4,Bloomberg/Selzer,Live Phone,Likely Voters,805.0,46.0,45.0,91.0,4.0,0,0.5054945054945055,370.3,732.55
711,north carolina,2016-09-27,2016-10-02,5,2016-09-29,39,3,Quinnipiac,Live Phone,Likely Voters,507.0,46.0,43.0,89.0,8.0,0,0.5168539325842697,233.22,451.23
713,north carolina,2016-09-27,2016-09-30,3,2016-09-28,39,2,Elon,Live Phone,Likely Voters,660.0,45.0,39.0,84.0,10.0,0,0.5357142857142857,297.0,554.4
714,north carolina,2016-09-27,2016-09-28,1,2016-09-27,39,1,PPP (D-Vote Vets Action Fund),IVR/Online,Likely Voters,861.0,44.0,42.0,86.0,7.0,0,0.5116279069767442,378.84,740.46
716,north carolina,2016-09-18,2016-09-22,4,2016-09-20,38,1,The Meredith College Poll,Live Phone,Registered Voters,487.0,38.0,35.0,73.0,16.0,1,0.5205479452054794,185.06,355.51
717,north carolina,2016-09-17,2016-09-22,5,2016-09-19,38,0,High Point University,Live Phone,Likely Voters,404.0,43.0,42.0,85.0,10.0,0,0.5058823529411764,173.72,343.4
718,north carolina,2016-09-18,2016-09-20,2,2016-09-19,38,0,FOX,Live Phone,Likely Voters,734.0,40.0,45.0,85.0,7.0,0,0.47058823529411764,293.6,623.9
720,north carolina,2016-09-18,2016-09-20,2,2016-09-19,38,0,PPP (D),IVR/Online,Likely Voters,1024.0,43.0,45.0,88.0,6.0,0,0.48863636363636365,440.32,901.12
722,north carolina,2016-09-16,2016-09-19,3,2016-09-17,37,5,NYT Upshot/Siena,Live Phone,Likely Voters,782.0,45.0,43.0,88.0,2.0,0,0.5113636363636364,351.9,688.16
724,north carolina,2016-09-10,2016-09-19,9,2016-09-14,37,2,GQR (D-Democracy Corps/WVWV),Live Phone,Likely Voters,400.0,44.0,40.0,84.0,12.0,0,0.5238095238095238,176.0,336.0
725,north carolina,2016-09-12,2016-09-16,4,2016-09-14,37,2,Elon,Live Phone,Likely Voters,644.0,43.0,44.0,87.0,7.0,0,0.4942528735632184,276.92,560.28
726,north carolina,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,917.0,46.0,44.0,90.0,0.0,0,0.5111111111111111,421.82,825.3
727,north carolina,2016-09-11,2016-09-12,1,2016-09-11,36,6,Civitas (R),Live Phone,Likely Voters,600.0,42.0,42.0,84.0,5.0,0,0.5,252.0,504.0
728,north carolina,2016-09-05,2016-09-07,2,2016-09-06,36,1,Suffolk,Live Phone,Likely Voters,500.0,41.0,44.0,85.0,4.0,0,0.4823529411764706,205.0,425.0
729,north carolina,2016-08-29,2016-09-07,9,2016-09-02,35,4,Quinnipiac,Live Phone,Likely Voters,751.0,47.0,43.0,90.0,2.0,0,0.5222222222222223,352.97,675.9
731,north carolina,2016-08-30,2016-09-02,3,2016-08-31,35,2,CBS/YouGov,Internet,Likely Voters,1088.0,46.0,42.0,88.0,7.0,0,0.5227272727272727,500.48,957.44
732,north carolina,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,2552.0,46.0,46.0,92.0,0.0,1,0.5,1173.92,2347.84
734,north carolina,2016-08-26,2016-08-27,1,2016-08-26,34,4,PPP (D-NELP) ,IVR/Online,Likely Voters,1177.0,45.0,44.0,89.0,0.0,0,0.5056179775280899,529.65,1047.53
735,north carolina,2016-08-20,2016-08-23,3,2016-08-21,33,6,Monmouth University,Live Phone,Likely Voters,401.0,44.0,42.0,86.0,8.0,0,0.5116279069767442,176.44,344.86
736,north carolina,2016-08-18,2016-08-23,5,2016-08-20,33,5,CNN,Live Phone,Likely Voters,803.0,48.0,47.0,95.0,4.0,0,0.5052631578947369,385.44,762.85
738,north carolina,2016-08-15,2016-08-17,2,2016-08-16,33,1,Gravis Marketing,IVR/Online,Registered Voters,723.0,44.0,43.0,87.0,0.0,1,0.5057471264367817,318.12,629.01
740,north carolina,2016-08-04,2016-08-10,6,2016-08-07,31,6,NBC/WSJ/Marist,Live Phone,Registered Voters,921.0,48.0,39.0,87.0,7.0,1,0.5517241379310345,442.08,801.27
742,north carolina,2016-08-05,2016-08-07,2,2016-08-06,31,5,PPP (D),IVR/Online,Likely Voters,830.0,43.0,41.0,84.0,9.0,0,0.5119047619047619,356.9,697.2
744,north carolina,2016-07-31,2016-08-02,2,2016-08-01,31,0,SurveyUSA/Civitas (R),IVR/Online,Likely Voters,400.0,42.0,46.0,88.0,6.0,0,0.4772727272727273,168.0,352.0
746,north carolina,2016-07-05,2016-07-11,6,2016-07-08,27,4,NBC/WSJ/Marist,Live Phone,Registered Voters,907.0,44.0,38.0,82.0,12.0,1,0.5365853658536586,399.08,743.74
748,north carolina,2016-06-21,2016-06-24,3,2016-06-22,25,2,CBS/YouGov,Internet,Likely Voters,988.0,44.0,42.0,86.0,6.0,0,0.5116279069767442,434.72,849.68
749,north carolina,2016-06-20,2016-06-21,1,2016-06-20,25,0,PPP (D),IVR/Online,Likely Voters,947.0,43.0,43.0,86.0,6.0,0,0.5,407.21,814.42
751,north carolina,2016-06-11,2016-06-20,9,2016-06-15,24,2,GQR (D-Democracy Corps/Women's Voices Women Vote),Live Phone,Likely Voters,300.0,51.0,41.0,92.0,5.0,0,0.5543478260869565,153.0,276.0
753,north carolina,2016-05-21,2016-05-23,2,2016-05-22,20,6,Civitas (R),Live Phone,Likely Voters,600.0,36.0,39.0,75.0,10.0,0,0.48,216.0,450.0
754,north carolina,2016-05-20,2016-05-22,2,2016-05-21,20,5,PPP (D),IVR/Online,Likely Voters,928.0,41.0,43.0,84.0,5.0,0,0.4880952380952381,380.48,779.52
756,north carolina,2016-04-23,2016-04-25,2,2016-04-24,16,6,Civitas (R),Live Phone,Likely Voters,600.0,49.0,37.0,86.0,2.0,0,0.5697674418604651,294.0,516.0
757,north carolina,2016-04-22,2016-04-24,2,2016-04-23,16,5,PPP (D),IVR/Online,Likely Voters,960.0,44.0,44.0,88.0,0.0,0,0.5,422.4,844.8
758,north carolina,2016-04-10,2016-04-15,5,2016-04-12,15,1,Elon,Live Phone,Registered Voters,621.0,45.0,39.0,84.0,14.0,1,0.5357142857142857,279.45,521.64
773,north dakota,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,260.0,31.0,55.0,86.0,0.0,0,0.36046511627906974,80.6,223.6
774,north dakota,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,306.0,37.0,57.0,94.0,0.0,0,0.39361702127659576,113.22,287.64
775,north dakota,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,372.0,31.0,52.0,83.0,0.0,0,0.37349397590361444,115.32,308.76
776,north dakota,2016-09-12,2016-09-17,5,2016-09-14,37,2,DFM Research (D),Live Phone,Likely Voters,400.0,32.0,43.0,75.0,0.0,0,0.4266666666666667,128.0,300.0
777,north dakota,2016-08-09,2016-09-01,23,2016-08-20,33,5,WashPost/SurveyMonkey,Internet,Registered Voters,549.0,32.0,60.0,92.0,0.0,1,0.34782608695652173,175.68,505.08
779,ohio,2016-10-27,2016-11-02,6,2016-10-30,43,6,SurveyMonkey,Internet,Likely Voters,1728.0,41.0,46.0,87.0,10.0,0,0.47126436781609193,708.48,1503.36
780,ohio,2016-10-27,2016-11-01,5,2016-10-29,43,5,Quinnipiac,Live Phone,Likely Voters,589.0,41.0,46.0,87.0,8.0,0,0.47126436781609193,241.49,512.43
782,ohio,2016-10-30,2016-10-30,0,2016-10-30,43,6,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,Likely Voters,1187.0,43.0,48.0,91.0,4.0,0,0.4725274725274725,510.41,1080.17
783,ohio,2016-10-23,2016-10-29,6,2016-10-26,43,2,UPI/CVOTER,Internet,Likely Voters,339.0,50.0,47.0,97.0,3.0,0,0.5154639175257731,169.5,328.83
784,ohio,2016-10-07,2016-10-27,20,2016-10-17,42,0,Ipsos/Reuters,Internet,Likely Voters,649.0,45.0,45.0,90.0,0.0,0,0.5,292.05,584.1
785,ohio,2016-10-18,2016-10-26,8,2016-10-22,42,5,SurveyMonkey,Internet,Likely Voters,2173.0,40.0,45.0,85.0,11.0,0,0.47058823529411764,869.2,1847.05
786,ohio,2016-10-20,2016-10-22,2,2016-10-21,42,4,Remington Research Group (R)/Axiom Strategies,IVR/Live Phone,Likely Voters,1971.0,42.0,46.0,88.0,6.0,0,0.4772727272727273,827.82,1734.48
787,ohio,2016-10-17,2016-10-19,2,2016-10-18,42,1,Suffolk,Live Phone,Likely Voters,500.0,45.0,45.0,90.0,4.0,0,0.5,225.0,450.0
788,ohio,2016-10-10,2016-10-16,6,2016-10-13,41,3,Quinnipiac,Live Phone,Likely Voters,624.0,45.0,45.0,90.0,8.0,0,0.5,280.8,561.6
790,ohio,2016-10-08,2016-10-16,8,2016-10-12,41,2,WashPost/SurveyMonkey,Internet,Likely Voters,1307.0,46.0,48.0,94.0,0.0,0,0.48936170212765956,601.22,1228.58
792,ohio,2016-10-10,2016-10-15,5,2016-10-12,41,2,CNN,Live Phone,Likely Voters,774.0,44.0,48.0,92.0,7.0,0,0.4782608695652174,340.56,712.08
794,ohio,2016-10-10,2016-10-12,2,2016-10-11,41,1,NBC/WSJ/Marist,Live Phone,Likely Voters,724.0,45.0,45.0,90.0,8.0,0,0.5,325.8,651.6
796,ohio,2016-10-06,2016-10-12,6,2016-10-09,40,6,Ipsos/Reuters,Internet,Likely Voters,1200.0,44.0,41.0,85.0,8.0,0,0.5176470588235295,528.0,1020.0
798,ohio,2016-10-09,2016-10-11,2,2016-10-10,41,0,Baldwin Wallace University,Internet,Likely Voters,1152.0,48.0,38.0,86.0,0.0,0,0.5581395348837209,552.96,990.72
800,ohio,2016-10-07,2016-10-10,3,2016-10-08,40,5,Lucid/The Times-Picayune,Internet,Likely Voters,1304.0,44.0,39.0,83.0,9.0,0,0.5301204819277109,573.76,1082.32
801,ohio,2016-10-05,2016-10-07,2,2016-10-06,40,3,CBS/YouGov,Internet,Likely Voters,997.0,46.0,42.0,88.0,9.0,0,0.5227272727272727,458.62,877.36
802,ohio,2016-10-05,2016-10-06,1,2016-10-05,40,2,PPP (D),IVR/Online,Likely Voters,782.0,44.0,43.0,87.0,7.0,0,0.5057471264367817,344.08,680.34
804,ohio,2016-10-03,2016-10-06,3,2016-10-04,40,1,TargetSmart/William & Mary,Live Phone/Online,Likely Voters,812.0,43.0,40.0,83.0,11.0,0,0.5180722891566265,349.16,673.96
806,ohio,2016-09-16,2016-10-06,20,2016-09-26,39,0,Ipsos/Reuters,Internet,Likely Voters,822.0,46.0,43.0,89.0,0.0,0,0.5168539325842697,378.12,731.58
807,ohio,2016-10-01,2016-10-04,3,2016-10-02,39,6,Monmouth University,Live Phone,Likely Voters,405.0,44.0,42.0,86.0,7.0,0,0.5116279069767442,178.2,348.3
808,ohio,2016-09-27,2016-10-02,5,2016-09-29,39,3,Anzalone (D-Ohio Education Association),Live Phone,Likely Voters,800.0,44.0,42.0,86.0,9.0,0,0.5116279069767442,352.0,688.0
810,ohio,2016-09-27,2016-10-02,5,2016-09-29,39,3,Quinnipiac,Live Phone,Likely Voters,497.0,42.0,47.0,89.0,7.0,0,0.47191011235955055,208.74,442.33
812,ohio,2016-09-15,2016-09-22,7,2016-09-18,37,6,TargetSmart/William & Mary,Live Phone/Online,Likely Voters,652.0,40.0,37.0,77.0,12.0,0,0.5194805194805194,260.8,502.04
814,ohio,2016-09-18,2016-09-20,2,2016-09-19,38,0,FOX,Live Phone,Likely Voters,737.0,37.0,42.0,79.0,10.0,0,0.46835443037974683,272.69,582.23
816,ohio,2016-09-10,2016-09-19,9,2016-09-14,37,2,GQR (D-Democracy Corps/WVWV),Live Phone,Likely Voters,400.0,39.0,41.0,80.0,15.0,0,0.4875,156.0,320.0
817,ohio,2016-08-26,2016-09-15,20,2016-09-05,36,0,Ipsos/Reuters,Internet,Likely Voters,625.0,47.0,44.0,91.0,0.0,0,0.5164835164835165,293.75,568.75
818,ohio,2016-09-12,2016-09-14,2,2016-09-13,37,1,Suffolk,Live Phone,Likely Voters,500.0,39.0,42.0,81.0,6.0,0,0.48148148148148145,195.0,405.0
819,ohio,2016-09-09,2016-09-12,3,2016-09-10,36,5,Bloomberg/Selzer,Live Phone,Likely Voters,802.0,43.0,48.0,91.0,6.0,0,0.4725274725274725,344.86,729.82
821,ohio,2016-09-07,2016-09-12,5,2016-09-09,36,4,CNN,Live Phone,Likely Voters,769.0,41.0,46.0,87.0,12.0,0,0.47126436781609193,315.29,669.03
823,ohio,2016-09-07,2016-09-09,2,2016-09-08,36,3,CBS/YouGov,Internet,Likely Voters,994.0,46.0,39.0,85.0,11.0,0,0.5411764705882353,457.24,844.9
